Категорија,Brand,Име на производ,АКЦИЈА,Цена-ден,Карактеристики,Гар(м),ДДВ,лагер,KatBroj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Webcam,Logitech,"WEB CAMERA LOGITECH STREAMCAM 1080p 60fps USB-Type-C, Graphite, 960-001281",,"7,767 ден.",,24,18%,×,25754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Webcam,Logitech,"WEB CAMERA LOGITECH STREAMCAM 1080p 60fps USB-Type-C, White, 960-001297",,"7,767 ден.",,24,18%,×,25753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Webcam,Logitech,"WEB CAMERA LOGITECH HD C922 PRO HD STREAM 1080p w/mic, w/TRIPOD 960-001088",,"8,093 ден.",,24,18%,×,28375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Webcam,Logitech,"WEB CAMERA LOGITECH BRIO 500 WHITE 1080p/30fps, USB-C, Off-white, 960-001428",,"10,307 ден.",,12,18%,×,28988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Webcam,Logitech,"WEB CAMERA LOGITECH BRIO 500 GRAPHITE 1080p/30fps, USB-C, Graphite, 960-001422",,"10,307 ден.",,12,18%,×,28987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Webcam,Logitech,"WEB CAMERA LOGITECH BRIO 500 ROSE 1080p/30fps, USB-C, Rose, 960-001421 ",,"10,307 ден.",,12,18%,×,28565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Webcam,Logitech,"WEB CAMERA LOGITECH BRIO 505 GRAPHITE 1080p/30fps, USB type-C, 960-001459",,"10,738 ден.",,24,18%,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Webcam,Logitech,"WEB CAMERA LOGITECH BRIO STREAM 4K/30fps, USB 3.2 Gen 1, Black, 960-001194",,"13,899 ден.",0,23,18%,×,26210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Webcam,Logitech,"WEB CAMERA LOGITECH BRIO 4K Ultra HD USB, Black, 960-001106",,"13,899 ден.",,24,18%,×,28989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Webcam,Logitech,"WEB CAMERA LOGITECH BCC950 Conference USB,  Black 960-000867",,"13,973 ден.",,24,18%,×,28370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Webcam,Logitech,CAMERA WEB LOGITECH ConferenceCam Conect USB FullHD 1080p 960-001034,,"23,401 ден.",,24,18%,×,24308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Webcam,Logitech,WEB CAMERA LOGITECH PTZ Pro 2 Conference w/remote 960-001186,,"45,608 ден.",,24,18%,×,28312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Webcam,Logitech,WEB CAMERA LOGITECH MeetUp Conference Black 4K Bluetooth USB 960-001102,,"55,627 ден.",,24,18%,×,28564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Webcam,Logitech,"WEB CAMERA LOGITECH GROUP Video conferencing kit, 960-001057",,"62,773 ден.",,24,18%,×,28566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,.,utp connector cat6,,15 ден.,0,0,18%,√,19920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,.,Cabel UTP,,37 ден.,.,0,18%,√,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,.,RJ 45 connector extender,,85 ден.,0,0,18%,√,13058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,.,Patch cable Cat.5e 1m UTP gray,,100 ден.,Patch Cable FTP 1m Cat5e,0,18%,√,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,.,patch cable Cat.5e 1m FTP,,100 ден.,17786,0,18%,√,26007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,.,Patch cable Cat.5e 2m UTP yellow,,120 ден.,,0,18%,√,27913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,.,connector hdmi F-F,,130 ден.,0,0,18%,√,18117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,.,Patch cable Cat.5e 2m UTP gray,,150 ден.,Patch Cable 2m Cat5E,0,18%,√,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,Roline,Cabel USB extension 1.8m,,150 ден.,.,0,18%,√,7674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,.,Patch cable Cat.5e 3m UTP gray,,200 ден.,Patch Cable FTP 3m Cat5e,0,18%,√,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,.,Patch cable Cat.5e 10m UTP,,240 ден.,Patch Cable 10m Cat5e,,18%,×,3899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,.,Ethernet Y 1xRJ45 to 2 xRJ45,,250 ден.,0,0,18%,√,9274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,.,Patch cable Cat.5e 15m UTP gray,,270 ден.,.,0,18%,√,3936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,.,Patch cable Cat.5e 5m UTP gray,,290 ден.,.,0,18%,√,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,.,Cabel USB extension 5m,,300 ден.,.,0,18%,√,9521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,.,cabel vga 3m,,350 ден.,"11.99.6631-50 VALUE VGA Cable,HD15 M-HD15 M,3.0m",0,18%,√,7897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,.,Ethernet card 10/100,,450 ден.,.,0,18%,√,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,.,"Connection modul Cat.5E, 1xRJ45 shielded R120008",,450 ден.,0,0,18%,√,9307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,.,patch cable 20m Cat6,,470 ден.,0,0,18%,√,24436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,TP-Link,Ethernet USB TP-Link TL-WN725N 150M Wireless Nano,,600 ден.,"TP-LINK Nano Wireless N USB Adapter, 150Mbps",12,18%,√,13722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,TP-Link,"Ethernet USB TP-Link TL-WN727N 150M Wireless Lite-N USB Adapter, Ralink chipset, 1T1R, 2.4GHz, Supports Sony PSP",,621 ден.,"TL-WN727N 150Mbps Wireless Lite-N USB Adapter, Ralink chipset, 1T1R, 2.4GHz, Supports Sony PSP",24,18%,√,8648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,TP-Link,"Ethernet wireless Network Adapter TP-Link TL-WN821N Wireless N USB Adapter, Atheros, 2T2R, 2.4GHz, 802.11n Draft 2.0, 802.11g/b,Atheros chipset",,750 ден.,TP-Link TL-WN821N 300Mbps Wireless N USB Adapter,12,18%,√,9976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,TP-Link,"Gigabit PCI-E Network Adapter, 10/100/1000 Mbps, RJ45 port",,756 ден.,0,12,18%,×,20714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,D-Link,"Switch D-LINK GO-SW-8E/E, 8xt 10/100Mbps, 8xAuto MDI/MDIX, desktop, fiksna konfiguracija, 1U, unamanaged, Layer 2, Napajanje vanjsko",,900 ден.,.,12,18%,√,26103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,TP-Link,Ethernet USB TP-Link TL-WN722N 150M Wireless Lite-N,,950 ден.,"TP-Link TL-WN722N 150Mbps Wireless Lite N  High Gain USB Adapter, Athreos chipset, 1T1R, 2.4GHz, work with 802.11n product, compatible ",12,18%,√,11723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,TP-Link,"TP-Link TL-WN822N 300Mbps High Gain Wireless N USB Adapter, Atheros, 2T2R, 2.4GHz, 802.11n/g/b,  QSS button, autorun utility, elegant desktop housing,  USB extension cable, 2 fixed antennas",,978 ден.,"TP-Link TL-WN822N 300Mbps High Gain Wireless N USB Adapter, Atheros, 2T2R, 2.4GHz, 802.11n/g/b,  QSS button, autorun utility, elegant d",12,18%,√,18970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,TP-Link,"Network Adapter TP-Link Gigabit PCI, 10/100/1000 Mbps, RJ45 port",,"1,000 ден.","TP-Link Gigabit PCI Network Adapter, 10/100/1000 Mbps, RJ45 port",12,5%,√,20882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,D-Link,Ethernet card D-link CRD DLK DGE-528T 10/100/1000Base-T PCI,,"1,089 ден.","D-LINK, žični, PCI, 10/100/1000Base-T, Vid na priklučoci RJ45, Broj na priključoci 1, opcija - small form factor držači za ugradnju, DGE-528T",24,18%,√,14825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,TP-Link,Router TP-Link Wireless N  300Mbps WR820N,,"1,199 ден.",0,12,18%,√,28199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,.,USB HUB 3.0 4 port box + power,,"1,250 ден.",.,12,5%,√,23088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,TP-Link,"Router TP-Link  WR844N Wi-Fi, 2 Antennas, 300 Mbps, Multi-Mode",,"1,304 ден.",TP-Link TL-WR844N 300 Mbps Multi-Mode Wi-Fi Router,24,18%,√,24758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,.,usb 3.0 to Gigabit ethernet Adapter,,"1,400 ден.",0,12,18%,×,21576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,.,cable adapter usb-c to 10/100/1000Mbit/s 15 cm ADE-SRC,,"1,400 ден.",0,0,18%,√,25894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,Trendnet,Access Point Trendnet TEW-650AP 150Mbps,,"1,500 ден.","TRENDnet Wireless N 150Mbps Access Point, 1 x 10/100 Mbps LAN port, 1 x detachable antenna, AP or Client Mode, Coverage: up to 100 m indoors, up to 300 m outdoors",12,18%,√,20828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,TP-Link,TP-LINK Wi-Fi Range Extender 300Mbps Universal   TL-WA854RE,,"1,500 ден.",0,12,18%,×,27914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,Axagon,"AXAGON ADE-TR Type-A USB3.2 Gen 1 - Gigabit Ethernet 10/100/1000 Adapter, metal, titan grey",,"1,850 ден.",0,12,18%,√,28200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,D-Link,"Mobilni router D-LINK DWR-932, bežični 4G LTE Router, 150MBps WiFi, SIM, baterija 2020mAh, GSM/GPRS/EDGE: 850/900/1800/1900 MHz, podržava 1.8V and 3V micro SIM card slot, WPA, WPA2-PSK, WPS; LDC dipslay",,"2,146 ден.",,24,18%,×,28059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,D-Link,Switch 8 Port Dlink 8port 10/100/1000 DGS -1008D,,"2,200 ден.","SWITCH D-LINK DES-1008D/E, 8-Port  10/100Mbps Fast Ethernet Unmanaged  Switch",0,18%,√,8471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,D-Link,"SWITCH D-LINK DUB-1340/E, 4-Port SUPERSPEED USB 3.0 HUB",,"2,300 ден.","SWITCH D-LINK DUB-1340/E, 4-Port SUPERSPEED USB 3.0 HUB",24,18%,√,23155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,D-Link,Router D-link DIR-809/E AC750,,"3,068 ден.","DIR-809/E, Wireless AC750 Dual-Band Cloud Ethernet Router, max.brzina na 5Ghz 450 Mbps i 300 Mbps na 2,4 GHz 4x10/100 LAN portova, 1xFE WAN port, eksterne antene,napajanje vanjsko",12,18%,×,29040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,D-Link,ROUTER D-LINK DWL-2600AP/E 802.11 b/g/n Single-band Unified Access Point,,"3,659 ден.","ROUTER D-LINK DWL-2600AP/E, 802.11 b/g/n Single-band Unified Access Point",24,18%,√,20967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,D-Link,"SWITCH D-LINK DGS-1008P/E, 8 Gigabit Switch w/4 PoE Port",,"3,659 ден.","SWITCH D-LINK DGS-1008P/E, 8 Gigabit Switch w/4 PoE Port",24,18%,√,23156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,D-Link,"ROUTER D-LINK DWR-921/E, 4G LTE Wireless N Router",,"4,828 ден.","ROUTER D-LINK DWR-921/E, 4G LTE Wireless N Router",24,18%,√,24112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,D-Link,"SWITCH D-LINK DGS-1008MP, 8-Port Desktop Gigabit PoE+ Switch",,"4,828 ден.","SWITCH D-LINK DGS-1008MP, 8-Port Desktop Gigabit PoE+ Switch",24,18%,√,22366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,D-Link,SWITCH D-LINK 16 port 10/100/1000 GO-SW-16G/E,,"5,782 ден.","GO-SW-16G/E, 16xt 10/100/1000Mbps, 16xAuto MDI/MDIX, desktop, fiksna konfiguracija, 1U, unamanaged, Layer 2, Napajanje vanjsko",12,18%,×,29041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,D-Link,ROUTER D-LINK DWR-953 4G LTE Wireless AC750 Router with GE WAN,,"6,747 ден.","ROUTER D-LINK DWR-953, 4G LTE Wireless AC750 Router with GE WAN",24,18%,√,20644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,D-Link,SWITCH D-LINK DGS-1100-10MP 8-Port Gigabit EasySmart Switch with PoE+2 x SFP,,"6,747 ден.",SWITCH D-LINK DGS-1100-10MP 8-Port Gigabit EasySmart Switch with PoE+2 x SFP,24,18%,√,23150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,D-Link,"NET SWC DLK DGS-1024D
D-LINK, 24 x 10/100/1000 Mbit, desktop (mogućnost ugradnje u ormar), fiksna konfiguracija, 1U, unamanaged, Sloj 2, Napojuvanje unutarnje, DGS-1024D, DGS-1024D",,"7,146 ден.","SWITCH D-LINK DGS-1024D/E, 24-Port  10/100/1000MbpsCopper Gigabit Ethernet  Switch",24,18%,×,12411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,D-Link,"SWITCH D-LINK DGS-1100-16, 16-Port Gigabit EasySmart Switch",,"7,183 ден.","SWITCH D-LINK DGS-1100-16, 16-Port Gigabit EasySmart Switch",24,18%,×,22364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,Asus,"TUF-AX5400 Wireless Router,1.5 GHz tri-core processor,256MB Flash,512MB RAM, WAN 1x 1Gbps, LAN 4x 1Gbps, 802.11a/b/g, 802.11n, 802.11ac, 802.11ax (2.4GHz)/802.1 1ax (5GHz), USB3.2x1,External antenna x 6,OFDMA ,AiMesh,Traffic Control,VPN",,"7,767 ден.",,36,18%,×,26201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,D-Link,"D-Link DGS-1100-24V2, 24-Port 10/100/1000Mbps EasySmart Switch, Fanless, 802.1Q VLAN, 802.1p QoS, IGMP snooping, Loopback detection, Port mirroring, Bandwidth control, 802.3, 802.3u, 802.3x, SmartConsole, Web based ma",,"9,471 ден.",,24,18%,√,28163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,Asus,"RT-AX86U Wireless Router, 1.8GHz quad-core processor,256MB Flash,1GB RAM, WAN 1x1Gbps, LAN 4x1Gbps, 802.11a/b/g, 802.11n, 802.11ac/802.11ax (2.4GHz)/802.11ax(5GHz), External antennasX3,USB3.2x2, Control,VPN",,"15,387 ден.",,36,18%,×,26203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,D-Link,"D-Link switch web upravljivi, DGS-1510-20",,"16,980 ден.",,60,18%,×,26993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,D-Link,"DGS-1250-28X, 24x10Gb x 4SFP+, rackmount, fiksna konfiguracija, 1U, smart, Layer 2, Napajanje unutarnje",,"18,327 ден.",,24,18%,×,26997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,D-Link,SWITCH D-LINK DGS-1210-48 48-port Gigabit Smart Switch incl.4 Combo 1000BaseT/SFP,,"23,696 ден.","SWITCH D-LINK DGS-1210-48, 48-port Gigabit Smart Switch incl.4 Combo 1000BaseT/SFP",24,18%,×,22954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,D-Link,"DGS-1210-28 24x 10/100/1000Mbps PoE plus 4x Combo SFP, rackmount, fiksna konfiguracija, 1U, smart, Layer 2, Napajanje unutarnje, napredne funkcije upravljanja energijom, MAC/IP filtering, MAC/IP-based ACL, napajanje vanjsko
",,"24,889 ден.",SWITCH D-LINK DGS-1210-28P 24-Port PoE Gigabit Smart Switch +4 Combo 1000BaseT/SFP,60,18%,×,16057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,SAMSUNG,Mono Laser Printer Model: ML-2160/SEE,,"3,309 ден.","ML-2160, 20 str/min, 8,5 s, 1200x1200 dpi, 8 MB, SPL, 150 listova, USB, Toner MLT-D101S",12,5%,×,12032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,Verbatim,"SSD Verbatim M.2, 512 GB, Vi560 S3 49363",,"3,678 ден.","Verbatim SSD, M.2, 512 GB, Vi560 S3 Warranty  24MMore Information:https://www.verbatim-europe.co.uk/en/prod/vi560-s3-m2-ssd-49363/",24,5%,√,26795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,Printer HP  LaserJet Pro M15a Printer W2G50A#B19,,"4,400 ден.",HP LaserJet Pro M15a Printer,12,5%,×,22562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,SAMSUNG,Mono Laser Printer Model: ML-2165/SEE,,"4,453 ден.","ML-2165, 20 str/min, 8,5 s, 1200x1200 dpi, 8 MB, SPL, 150 listova, USB, Toner MLT-D101S",12,5%,×,12031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,HP LaserJet Pro M102a,,"4,908 ден.",HP LaserJet Pro M102a Printer,12,5%,×,20640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
