Категорија,Brand,Име на производ,АКЦИЈА,Цена-ден,Карактеристики,Гар(м),ДДВ,лагер,KatBroj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,Lenovo,"Monitor Lenovo ThinkVision T32p-20 31,5"" - UHD IPS (2560 x 1440) - USB-C 3.2 Gen 1 (DP 1.2 Alt Mode), HDMI, DP/ 4x USB 3.1 Gen 1 (1x BC)/4ms/ 1000:1/ 350 nits/ TÜV Rheinland Eye Comfort-certified/ Tilt, Swivel, Pivot, Height Adjust Stand/ 36m Warranty 61F",,"33,837 ден.","ThinkVision T32p-20 31,5"" - UHD IPS (3840x2160) - USB-C 3.2 Gen 1 (DP 1.2 Alt Mode), HDMI, DP/ 4x USB 3.1 Gen 1 (1x BC)/4ms/ 1000:1/ 350 nits/ TÜV Rheinland Eye Comfort-certified/ Tilt, Swivel, Pivot, Height Adjust Stand/ 36m Warranty",36,5%,√,27905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,SAMSUNG,"Monitor 28 Samsung LS28AG700NUXEN Odyssey G70A IPS 144Hz,1ms, UHD, 2xHDMI, DP, 3xUSB, HDR, G-Sync",,"35,805 ден.",,24,5%,√,26637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,SAMSUNG,"Monitor 28 Samsung LS28BG700EUXEN Odyssey G7 Gaming 144Hz, 1ms, UHD, HDMI, DP, USB, HDR10, FreeSync",,"36,002 ден.",,24,5%,√,28669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,HP,"Monitor HP OMEN Gaming 27""240Hz/QHD/1ms/HDMI/DP/ 6FN07AA",,"36,420 ден.",,12,5%,√,27663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,LG,"Monitor 43 LG 43UN700-B 4K IPS 60Hz, 3840 x 2160 UHD HDR, HDMI, DP, Type-C, Speakers ",,"38,032 ден.","Monitor 43 LG 43UN700-B 4K IPS 60Hz, 3840 x 2160 UHD HDR, HDMI, DP, Type-C, Speakers",36,5%,√,28062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,DELL,Monitor 27 Dell AW2723DF Alienware Gaming FullHD IPS 240Hz 1ms AMD FreeSync 2xHDMI/DP/5xUSB/Audio,,"41,070 ден.",,36,5%,√,28715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitor,DELL,"Monitor DELL U2723QE, 27"" IPS, 4K 60 Hz, 16:9, Contrast 2000:1, 5ms, 400 cd/m2, 178(V)/178(H), USB 3.2 Gen 2/USB-C hub, USB-C 3.2/DP, HDMI 2.2, 2xDP 1.4, 2xUSB-C 3.2, 5xUSB 3.2, RJ-45, PD 90W",,"42,847 ден.","DELL Monitor U2723QE, 27"" IPS LED-backlit LCD, 4K UHD 3840x2160 60 Hz, 16:9, Contrast 2000:1, 5ms, 400 cd/m2, 178(V)/178(H), USB 3.2 Gen 2/USB-C hub, USB-C 3.2/DP, HDMI 2.2, 2xDP 1.4, 2xUSB-C 3.2, 5xUSB 3.2, RJ-45, PD 90W, Audio Line-Out, 3Y Warranty  36M",35,5%,×,27687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,Foxconn,mb FOXCON DELL optiplex 620,,"2,337 ден.",0,6,5%,√,18777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,Asus,"MB Asus PRIME A320M-K, AM4, AMD A320, DDR4, Broj utora 2, 2133,2400,2666,2933,3200 MHz, PCIe 3.0 x16 1, PCIe x1 1, SATA3 4, RAID 0,1, 8-kanalni audio, 1x 10/100/1000 Ethernet, USB 2.0 2, mATX, M.2 1, USB 3.1 4 0202041",,"3,395 ден.","ASUS PRIME A320M-K, AMD AM4 Socket for AMD Ryzen™/7th Generation A-series/Athlon™ Processors, Supports CPU up to 8 cores, Memory: AMD R",36,5%,×,22200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,Asus,"MB Asus  PRIME B360M-K, Intel® Socket 1151 for 8th Generation Core™ Processors, Chipset: Intel® B360, Memory: 2 x DIMM, Max. 32GB, DDR4 266 ",,"3,678 ден.","PRIME B360M-K, 1151 v2, Intel B360, DDR4, Broj utora 2, 2133,2400,2666 MHz, PCIe 3.0 x16 1, PCIe x1 1, SATA3 6, 8-kanalni audio, 1x 10/100/1000 Ethernet, USB 2.0 2, mATX, M.2 1, USB 3.1 4",36,5%,×,22594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,Asus,"MB Asus PRIME H410M-A, LGA 1200, Intel H410, DDR4, Broj utora 2, 64 GB, Takt2133 - 2933 MHz, PCIe 3.0 x16 1, PCIe x1 2, SATA3 4, 8-kanalni audio,D-sub 1, HDMI 1, DVI-D 1, RJ45 1, M.2 1, USB 3.2 2 90MB13G0-M0EAY0",,"3,973 ден.","PRIME H410M-A, LGA 1200, Intel H410, DDR4, Broj utora 2, 64 GB, Takt2133 - 2933 MHz, PCIe 3.0 x16 1, PCIe x1 2, SATA3 4, 8-kanalni audio,D-sub 1, HDMI 1, DVI-D 1, RJ45 1, M.2 1, USB 3.2 2",36,5%,×,25745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,MSI,"MB MSI  MSI H270 TOMAHAWK ARCTIC soc.1151,4DDR4,2PCI-Ex16,4PCI-Ex1,TPM, DVI,HDMI 911-7A68-004",,"4,004 ден.","MOTHERBOARD MSI H270 TOMAHAWK ARCTIC s.1151, 4DDR4,2PCI-Ex16,4PCI-Ex1,TPM, DVI,HDMI",24,5%,×,21295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,MSI,"MB MSI  H270 PC MATE 1151,4DDR4,2PCI-Ex16,3PCI-Ex1,PCI,M.2,6SATA3,USB 3.1",,"4,004 ден.","MOTHERBOARD MSI H270 PC MATE, 1151,4DDR4,2PCI-Ex16,3PCI-Ex1,PCI,M.2,6SATA3,USB 3.1",24,5%,×,21294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,Asus,"MB Asus PRIME H510M-K, LGA 1200, Intel H510, DDR4, Memory slots 2, 64 GB, supported memory 2133 - 3200 MHz, PCIe 3.0 x16 1, PCIe x1 1, SATA3 4, 8-kanalni audio, D-subx1, HDMIx1, RJ45x1, M.2x1, USB 3.2x2 90MB17N0-M0EAY0",,"4,004 ден.","PRIME H510M-K, LGA 1200, Intel H510, DDR4, Memory slots 2, 64 GB, supported memory 2133 - 3200 MHz, PCIe 3.0 x16 1, PCIe x1 1, SATA3 4, 8-kanalni audio, D-subx1, HDMIx1, RJ45x1, M.2x1, USB 3.2x2",36,5%,×,26135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,Asus,"MB Asus PRIME B450M-K, AM4, AMD B450, DDR4, Broj utora 2, 2133,2400,2666,2800,2933,3000,3200 MHz, PCIe 3.0 x16 1, PCIe x1 2, SATA3 4, RAID 0,1, 8-kanalni audio, 1x 10/100/1000 Ethernet, USB 2.0 2, mATX, M.2 1, USB 3.1 6 90MB0YP0-M0EAY0",,"4,034 ден.","PRIME B450M-K, AM4, AMD B450, DDR4, Broj utora 2, 2133,2400,2666,2800,2933,3000,3200 MHz, PCIe 3.0 x16 1, PCIe x1 2, SATA3 4, RAID 0,1, 8-kanalni audio, 1x 10/100/1000 Ethernet, USB 2.0 2, mATX, M.2 1, USB 3.1 6",36,5%,×,23196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,Gigabyte,"GIGABYTE MB H470M, 11th, 10th Gen, i9/i7/i5/i3/Pen/Cele, LGA1200, 16+1+2, DDR4, Wi-Fi, 1xPCI-ex16@16, 2xPCIex1, 1xM.2 Connector, 6xSATA 6Gb, 2xUSB Type C, 4xUSB 2.0/1,1, 1xRJ-45, 3x audio jack      H470M K",,"4,071 ден.","GIGABYTE MB H470M, 11th, 10th Gen, i9/i7/i5/i3/Pen/Cele, LGA1200, 16+1+2, DDR4, Wi-Fi, 1xPCI-ex16@16, 2xPCIex1, 1xM.2 Connector, 6xSATA 6Gb, 2xUSB Type C, 4xUSB 2.0/1,1, 1xRJ-45, 3x audio jack Warranty  36M",36,5%,√,28494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,Gigabyte,MB Gigabyte A520M K AM4 DDR4 5100MHz OC SATA3 M.2 HDMI Gbit LAN,,"4,102 ден.",,36,5%,√,28722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,Gigabyte,MB Gigabyte H470M K LGA1200 DDR4 3200MHz SATA3 M.2 USB3.2 Gbit LAN PCIe 3.0 HDMI,,"4,164 ден.",,36,5%,√,28721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,Asus,"MB Asus PRIME B450M-K II, AM4, AMD B450, DDR4,Broj utora 2, 2666-4133,PCIe 3.0x16 1,PCIe x1 2,SATA3 4, RAID 0,1, 8-kanalni audio, 1xGb Ethernet,USB2.0 2, mATX,M.2 1, USB 3.2 4 90MB1600-M0EAY0",,"4,262 ден.","PRIME B450M-K II, AM4, AMD B450, DDR4,Broj utora 2, 2666-4133,PCIe 3.0x16 1,PCIe x1 2,SATA3 4, RAID 0,1, 8-kanalni audio, 1xGb Ethernet,USB2.0 2, mATX,M.2 1, USB 3.2 4",36,5%,×,25274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,Gigabyte,MB Gigabyte H410M H LGA1200 DDR4 2933MHz SATA3 M.2 USB3.2 GBit LAN HDMI/VGA,,"4,360 ден.",,36,5%,×,24799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,MSI,MB MSI  B450M A-PRO MAX RYZEN DDR4-4133+ USB3.2 DVI/HDMI B450MAPROMAX,,"4,453 ден.",MB MSI B450M A-PRO MAX RYZEN DDR4-4133+ USB3.2 DVI/HDMI,36,5%,×,24018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,Gigabyte,MB Gigabyte H510M K LGA1200 DDR4 3200MHz SATA3 M.2 USB3.2 GBit LAN PCIe 4.0 HDMI,,"4,490 ден.",,36,5%,√,28612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,MSI,MB MSI A520M-A PRO AM4 DDR4 5100MHz OC SATA3 M.2 USB 3.2 HDMI/DVI GBit LAN,,"4,551 ден.",,36,5%,×,25360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,Asus,MB ASUS PRIME H410M-E,,"4,600 ден.",,36,5%,×,25931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,Gigabyte,MB Gigabyte A520M DS3H AM4 DDR4 4733MHz OC SATA3 M.2 USB 3.2 DP/HDMI/DVI GBit LAN,,"4,619 ден.",,36,5%,√,25361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,Asus,"MB Asus PRIME H510M-E, LGA 1200, Intel H510, DDR4, Broj utora 2, 64 GB, Takt2133 - 3200 MHz, PCIe 3.0 x16 1, PCIe x1 2, SATA3 4, 8-kanalni audio,D-sub 1, HDMI 1, DP 1, RJ45 1, M.2 1, USB 3.2 2 90MB17E0-M0EAY0",,"4,619 ден.","PRIME H510M-E, LGA 1200, Intel H510, DDR4, Broj utora 2, 64 GB, Takt2133 - 3200 MHz, PCIe 3.0 x16 1, PCIe x1 2, SATA3 4, 8-kanalni audio,D-sub 1, HDMI 1, DP 1, RJ45 1, M.2 1, USB 3.2 2",36,5%,×,25938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,MSI,"MB MSI B460M PRO,LGA1200,2DDR4,1PCI-Ex16,2PCIEx1,1M.2,6SATA3,6USB3.2 Gen1,HD
Audio MS-7C88",,"4,680 ден.","MOTHERBOARD MSI B460M PRO,LGA1200,2DDR4,1PCI-Ex16,2PCIEx1,1M.2,6SATA3,6USB3.2 Gen1,HD
Audio",24,5%,×,24969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,MSI,MB MSI  B365M PRO-VDH LGA1151 DDR4 2666MHz SATA3 USB3.1 Gbit LAN VGA/DVI/HDMI B365MPROVDH,,"4,680 ден.",MB MSI B365 PRO-VDH LGA1151 DDR4 2666MHz SATA3 USB3.1 GBit LAN VGA/DVI/HDMI,0,5%,√,24016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,Gigabyte,MB Gigabyte H410M S2H LGA1200 DDR4 2933MHz SATA3 M.2 USB3.2 GBit LAN HDMI/DVI/VGA,,"4,748 ден.",Gigabyte MB H410M S2H V3,36,5%,×,25236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,MSI,"MB MSI H510M-A PRO Intel 1200 M-ATX, 2xD4 2933 USB3.2, 1xM.2
 H510M-A PRO",,"4,846 ден.","MOTHERBOARD MSI H510M-A PRO Intel 1200 M-ATX, 2xD4 2933 USB3.2, 1xM.2
",36,5%,×,26377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,Gigabyte,MB Gigabyte H510M H LGA1200 DDR4 3200MHz SATA3 M.2 USB3.2 GBit LAN PCIe 4.0 HDMI/VGA,,"5,264 ден.",Gigabyte MB H510M H,36,5%,√,25870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,Gigabyte,MB Gigabyte H510M S2H LGA1200 DDR4 3200MHz SATA3 M.2 USB3.2 GBit LAN PCIe 4.0 DP/HDMI/DVI/VGA,,"5,326 ден.",,36,5%,×,25983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,MSI,"MB MSI B560M A-PRO LGA1200 DDR4 5200MHz OC SATA3, M.2, USB3.2, PCIe 4.0, 2.5G LAN, HDMI/VGA",,"5,455 ден.",,36,5%,×,26453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,Asus,"MB Asus PRIME B460M-A,1200,DDR4, Broj utora 4,2666, 2800, 2933, PCIe 3.0 x16 1,PCIe x1 1,SATA3 6,8-kanalni audio, 1x 1Gb Ethernet, DP 1,USB2.0 2,mATX, M.2 1,USB3.2 4 0001084787",,"5,500 ден.","PRIME B460M-A,1200,DDR4, Broj utora 4,2666, 2800, 2933, PCIe 3.0 x16 1,PCIe x1 1,SATA3 6,8-kanalni audio, 1x 1Gb Ethernet, DP 1,USB2.0 2,mATX, M.2 1,USB3.2 4",36,5%,×,25038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,Gigabyte,MB Gigabyte H610M S2H DDR4 LGA1700 3200MHz SATA3 M.2 USB3.2 GBit LAN PCIe 4.0 DP/HDMI/DVI/VGA,,"5,781 ден.",,36,5%,√,26654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,Gigabyte,MB Gigabyte H610M H DDR4 LGA1700 3200MHz SATA3 M.2 USB3.2 GBit LAN PCIe 4.0 DP/HDMI/VGA,,"5,910 ден.",,36,5%,√,27828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,Gigabyte,MB Gigabyte B560M H LGA1200 DDR4 3200MHz SATA3 2xM.2 USB3.2 GBit LAN PCIe 4.0 HDMI/VGA,,"6,039 ден.",,36,5%,×,25982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,Asus,"MB Asus PRIME H610M-E D4, LGA 1700, Intel H610, DDR4, Broj slotova 2, 64 GB, Takt 2133 - 3200 MHz, PCIe 4.0 x16 1, PCIe x1 1, SATA3 4, 8-kanalni audio, D-sub 1, DP 1, HDMI 1, RJ45 1, M.2 2, USB 3.2 2 90MB19N0-M0EAY0",,"6,070 ден.","PRIME H610M-E D4, LGA 1700, Intel H610, DDR4, Broj slotova 2, 64 GB, Takt 2133 - 3200 MHz, PCIe 4.0 x16 1, PCIe x1 1, SATA3 4, 8-kanalni audio, D-sub 1, DP 1, HDMI 1, RJ45 1, M.2 2, USB 3.2 2",36,5%,×,26977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,Asus,"MB Asus PRIME B660M-K D4, LGA 1700, Intel B660, DDR4, Broj utora 2, 64 GB, Takt 2133 - 5333 MHz, PCIe 4.0 x16 1, PCIe x1 2, SATA3 4, 8-kanalni audio, D-sub 1, HDMI 1, RJ45 1, M.2 2, USB 3.2 4 90MB1950-M0EAY0",,"6,138 ден.","PRIME B660M-K D4, LGA 1700, Intel B660, DDR4, Broj utora 2, 64 GB, Takt 2133 - 5333 MHz, PCIe 4.0 x16 1, PCIe x1 2, SATA3 4, 8-kanalni audio, D-sub 1, HDMI 1, RJ45 1, M.2 2, USB 3.2 4",36,5%,√,26978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,MSI,MB MSI PRO H610M-G DDR4 LGA1700 3200MHz SATA3 M.2 USB3.2 GBit LAN PCIe 4.0 DP/HDMI/VGA,,"6,138 ден.",,24,5%,√,28592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,Gigabyte,MB Gigabyte  GA-Z270P-D3MB Gigabyte  GA-Z270P-D3,,"6,267 ден.","GIGABYTE MB 7th/6th Gen i7/i5/i3/Pen/Celeron, LGA1151, Z270P, 4xDDR4, max. 64GB, 1xPCI-ex16  16, 2x1xPCI-ex16  4, 3xPCI-E x1, 1x M.2. PCIe, 6xSATA 6Gb/s, RAID 0/1/5/10, 6x1xUSB 3.1, 6xUSB 2.0, ALC887,GbE, HDMI, 1hTPM, SP, ATX",24,5%,×,22941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,MSI,"MB MSI B365M MORTAR, B365, LGA1151, 4DDR4, 1PCI-Ex16, 2PCI-EX1, 1M.2, 6SATA3,
6USB3.1 ",,"6,267 ден.","B365M MORTAR, B365, LGA1151, 4DDR4, 1PCI-Ex16, 2PCI-EX1, 1M.2, 6SATA3,6USB3.1",24,5%,×,24525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,MSI,"MB MSI  Z270-A PRO, 1151,4DDR4,2PCI-Ex16,4PCI-Ex1,M.2,6SATA3,8USB 3.1 Z270-A PRO",,"6,267 ден.","MSI Z270-A PRO, 1151,4DDR4,2PCI-Ex16,4PCI-Ex1,M.2,6SATA3,8USB 3.1",24,5%,×,21193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,Gigabyte,MB Gigabyte B550M DS3H AM4 DDR4 4733MHz OC SATA3 2xM.2 USB3.2 PCIe 4.0 HDMI/DVI,,"6,328 ден.",,36,5%,√,24903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,Gigabyte,MB Gigabyte B560M DS3H LGA1200 DDR4 5333MHz OC SATA3 2xM.2 USB3.2/Type-C PCIe 4.0 DP/HDMI/DVI/VGA,,"6,427 ден.",Gigabyte MB B560M DS3H,36,5%,√,25981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,Asus,"MB Asus B450M-PRO GAMING, AM4, AMD B450, DDR4, slotovi 4, maksimalno do 128GB memorija , 2666-4400 MHz, PCIe 3.0 x16 1, PCIe x4 1, PCIe x1 1, SATA3- 6, RAID 0,1, 8-kanalno audio, 1xGB Ethernet, mATX, M.2-2, USB 3.1-4(1xtype-C), DVI-D, HDMI",,"6,488 ден.","B450M-PRO GAMING, AM4, AMD B450, DDR4, slotovi 4, maksimalno do 128GB memorija , 2666-4400 MHz, PCIe 3.0 x16 1, PCIe x4 1, PCIe x1 1, SATA3- 6, RAID 0,1, 8-kanalno audio, 1xGB Ethernet, mATX, M.2-2, USB 3.1-4(1xtype-C), DVI-D, HDMI",36,5%,×,24683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,Asus,"MB Asus PRIME B560M-A, 1200, Intel B560, DDR4, Broj utora 4, 2400, 2666,2933MHz, PCIe 3.0 x16 1, PCIe x1 2, SATA3 6, RAID 0, RAID 1, RAID 5,8-kanalni audio, 1x 10/100/1000 Ethernet, Display Port 1, , USB 2.0 2,mATX, M.2 2,USB 3.2 4 90MB17A0-M0EAY0",,"6,488 ден.","PRIME B560M-A, 1200, Intel B560, DDR4, Broj utora 4, 2400, 2666,2933MHz, PCIe 3.0 x16 1, PCIe x1 2, SATA3 6, RAID 0, RAID 1, RAID 5,8-kanalni audio, 1x 10/100/1000 Ethernet, Display Port 1, , USB 2.0 2,mATX, M.2 2,USB 3.2 4",36,5%,×,25809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,MSI,MB MSI B550M-A PRO RYZEN DDR4-4600+MHz Gbit LAN USB3.2 DVI/HDMI,,"6,488 ден.",,36,5%,×,25542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,MSI,"MB MSI H410I PRO WIFI,LGA1200,2DDR4,1M.2,4USB3.2 Gen1,4USB2.0,4SATA3,1PCI-Ex16 ",,"6,587 ден.","MOTHERBOARD MSI H410I PRO WIFI,LGA1200,2DDR4,1M.2,4USB3.2 Gen1,4USB2.0,4SATA3,1PCI-Ex16",24,5%,×,25427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,Asus,MB ASUS PRIME H610M-A D4 90MB19P0-M0EAY0,,"6,716 ден.",,36,18%,√,28450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,MSI,MB MSI  B450 GAMING PLUS MAX RYZEN DDR4-4133+ USB3.2 DVI/HDMI B450GAMINGPLUSMAX,,"7,036 ден.","MOTHERBOARD MSI B450 GAMING PLUS MAX Supports 1st, 2nd and 3rd Gen AMD Ryzen™ / Ryzen™",24,5%,×,24015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
